50000	    0.
50100	    0.
50200	    0.
50300	    0.
50400	    0.
50500	    0.
50600	    0.
50700	    0.00488281
50800	    0.00976562
50900	    0.0146484
51000	    0.0244141
51100	    0.0292969
51200	    0.0341797
51300	    0.0390625
51400	    0.0341797
51500	    0.0292969
51600	    0.0244141
51700	    0.0146484
51800	    0.00488281
51900	    0.
52000	    0.
52100	    0.
52200	    0.
52300	    0.
52400	    0.00488281
52500	    0.0146484
52600	    0.0195312
52700	    0.0292969
52800	    0.0292969
52900	    0.0341797
53000	    0.0341797
53100	    0.0292969
53200	    0.0244141
53300	    0.0195312
53400	    0.0146484
53500	    0.00976562
53600	    0.
53700	    0.
53800	    0.
53900	    0.
54000	    0.
54100	    0.
54200	    0.00488281
54300	    0.00976562
54400	    0.0146484
54500	    0.0195312
54600	    0.0292969
54700	    0.0390625
54800	    0.0390625
54900	    0.0439453
55000	    0.0390625
55100	    0.0341797
55200	    0.0244141
55300	    0.0146484
55400	    0.
55500	    0.
55600	    0.
55700	    0.00488281
55800	    0.00976562
55900	    0.0244141
56000	    0.0439453
56100	    0.0634766
56200	    0.0830078
56300	    0.0976562
56400	    0.102539
56500	    0.107422
56600	    0.102539
56700	    0.0878906
56800	    0.0683594
56900	    0.0488281
57000	    0.0292969
57100	    0.0146484
57200	    0.00488281
57300	    0.
57400	    0.
57500	    0.
57600	    0.00976562
57700	    0.0244141
57800	    0.0341797
57900	    0.0439453
58000	    0.0488281
58100	    0.0537109
58200	    0.0585937
58300	    0.0585937
58400	    0.0537109
58500	    0.0488281
58600	    0.0439453
58700	    0.0292969
58800	    0.0195312
58900	    0.00976562
59000	    0.
59100	    0.
59200	    0.00488281
59300	    0.0195312
59400	    0.0585937
59500	    0.107422
59600	    0.175781
59700	    0.244141
59800	    0.307617
59900	    0.371094
60000	    0.400391
60100	    0.410156
60200	    0.385742
60300	    0.336914
60400	    0.258789
60500	    0.175781
60600	    0.0976562
60700	    0.0341797
60800	    0.0195312
60900	    0.0634766
61000	    0.180664
61100	    0.385742
61200	    0.644531
61300	    0.917969
61400	    1.18652
61500	    1.40625
61600	    1.55762
61700	    1.60645
61800	    1.55762
61900	    1.40625
62000	    1.18164
62100	    0.90332
62200	    0.610352
62300	    0.336914
62400	    0.131836
62500	    0.0488281
62600	    0.112305
62700	    0.332031
62800	    0.668945
62900	    1.07422
63000	    1.48926
63100	    1.87012
63200	    2.1582
63300	    2.31934
63400	    2.35352
63500	    2.23145
63600	    1.9873
63700	    1.65527
63800	    1.25488
63900	    0.844727
64000	    0.478516
64100	    0.205078
64200	    0.0683594
64300	    0.0878906
64400	    0.234375
64500	    0.46875
64600	    0.751953
64700	    1.04004
64800	    1.2793
64900	    1.45508
65000	    1.54297
65100	    1.52832
65200	    1.4209
65300	    1.24512
65400	    1.01074
65500	    0.751953
65600	    0.493164
65700	    0.27832
65800	    0.12207
65900	    0.0439453
66000	    0.0341797
66100	    0.0683594
66200	    0.131836
66300	    0.209961
66400	    0.288086
66500	    0.341797
66600	    0.371094
66700	    0.371094
66800	    0.351562
66900	    0.3125
67000	    0.253906
67100	    0.19043
67200	    0.131836
67300	    0.0830078
67400	    0.0439453
67500	    0.0146484
67600	    0.00488281
67700	    0.00488281
67800	    0.0146484
67900	    0.0195312
68000	    0.0292969
68100	    0.0390625
68200	    0.0488281
68300	    0.0537109
68400	    0.0585937
68500	    0.0634766
68600	    0.0634766
68700	    0.0634766
68800	    0.0537109
68900	    0.0439453
69000	    0.0341797
69100	    0.0146484
69200	    0.00976562
69300	    0.
69400	    0.
69500	    0.
69600	    0.00976562
69700	    0.0195312
69800	    0.0439453
69900	    0.0585937
70000	    0.078125
70100	    0.0878906
70200	    0.102539
70300	    0.102539
70400	    0.0976562
70500	    0.0878906
70600	    0.0732422
70700	    0.0488281
70800	    0.0292969
70900	    0.0146484
71000	    0.00488281
71100	    0.
71200	    0.
71300	    0.
71400	    0.00976562
71500	    0.0146484
71600	    0.0195312
71700	    0.0292969
71800	    0.0292969
71900	    0.0292969
72000	    0.0292969
72100	    0.0292969
72200	    0.0195312
72300	    0.0146484
72400	    0.00976562
72500	    0.00488281
72600	    0.
72700	    0.
72800	    0.
72900	    0.
73000	    0.
73100	    0.
73200	    0.00488281
73300	    0.00976562
73400	    0.0146484
73500	    0.0195312
73600	    0.0292969
73700	    0.0341797
73800	    0.0341797
73900	    0.0341797
74000	    0.0341797
74100	    0.0292969
74200	    0.0195312
74300	    0.00976562
74400	    0.00488281
74500	    0.
74600	    0.
74700	    0.
74800	    0.
74900	    0.
75000	    0.00976562
75100	    0.0195312
75200	    0.0292969
75300	    0.0341797
75400	    0.0341797
75500	    0.0341797
75600	    0.0341797
75700	    0.0244141
75800	    0.0195312
75900	    0.00976562
76000	    0.00488281
