58900	0	        0.003
59000	0	        0.003
59100	0	        0.003
59200	0	        0.003
59300	0	        0.003
59400	0.00488281	0.003
59500	0.00488281	0.003
59600	0.00488281	0.003   
59700	0	        0.003
59800	0	        0.003
59900	0	        0.003
60000	0	        0.003
60100	0	        0.003
60200	0	        0.003
60300	0.00488281	0.003
60400	0.00976562	0.003
60500	0.0146484	0.003
60600	0.00976562	0.003
60700	0.00488281	0.003
60800	0.00488281	0.003
60900	0.00976562	0.003
61000	0.0390625	0.003
61100	0.0830078	0.003
61200	0.112305	0.003
61300	0.117187	0.003
61400	0.0927734	0.003
61500	0.0439453	0.003
61600	0.0146484	0.003
61700	0.0244141	0.003
61800	0.0830078	0.003
61900	0.195312	0.003
62000	0.283203	0.003
62100	0.332031	0.003
62200	0.307617	0.003
62300	0.205078	0.003
62400	0.0830078	0.003
62500	0.0195312	0.003
62600	0.0537109	0.003
62700	0.19043	    0.003
62800	0.34668	    0.003
62900	0.43457	    0.003
63000	0.415039	0.003
63100	0.302734	0.003
63200	0.151367	0.003
63300	0.0488281	0.003
63400	0.0244141	0.003
63500	0.078125	0.003
63600	0.175781	0.003
63700	0.273437	0.003
63800	0.317383	0.003
63900	0.273437	0.003
64000	0.175781	0.003
64100	0.0732422	0.003
64200	0.0146484	0.003
64300	0.0244141	0.003
64400	0.0634766	0.003
64500	0.0927734	0.003
64600	0.102539	0.003
64700	0.0830078	0.003
64800	0.0537109	0.003
64900	0.0244141	0.003
65000	0.00976562	0.003
65100	0	        0.003
65200	0.00488281	0.003
65300	0.00976562	0.003
65400	0.00976562	0.003
65500	0.00488281	0.003
65600	0	        0.003
65700	0	        0.003
65800	0	        0.003
65900	0	        0.003
66000	0	        0.003
66100	0	        0.003
66200	0.00488281	0.003
66300	0.00488281	0.003
66400	0.00488281	0.003
66500	0.00488281	0.003
66600	0	        0.003
66700	0	        0.003
66800	0	        0.003
66900	0	        0.003
67000	0	        0.003
