50000	0.0244141	0.003
50100	0.0244141	0.003
50200	0.0244141	0.003
50300	0.0244141	0.003
50400	0.0195312	0.003
50500	0.00976562	0.003
50600	0.00488281	0.003
50700	0	        0.003
50800	0	        0.003
50900	0	        0.003
51000	0	        0.003
51100	0	        0.003
51200	0	        0.003
51300	0	        0.003
51400	0	        0.003
51500	0	        0.003
51600	0.00976562	0.003
51700	0.0146484	0.003
51800	0.0195312	0.003
51900	0.0244141	0.003
52000	0.0244141	0.003
52100	0.0244141	0.003
52200	0.0292969	0.003
52300	0.0244141	0.003
52400	0.0195312	0.003
52500	0.00976562	0.003
52600	0.00488281	0.003
52700	0	        0.003
52800	0	        0.003
52900	0	        0.003
53000	0	        0.003
53100	0.00976562	0.003
53200	0.0146484	0.003
53300	0.0244141	0.003
53400	0.0292969	0.003
53500	0.0292969	0.003
53600	0.0292969	0.003
53700	0.0292969	0.003
53800	0.0244141	0.003
53900	0.0195312	0.003
54000	0.0146484	0.003
54100	0.00976562	0.003
54200	0.00488281	0.003
54300	0.00488281	0.003
54400	0	        0.003
54500	0	        0.003
54600	0	        0.003
54700	0	        0.003
54800	0.00488281	0.003
54900	0.00976562	0.003
55000	0.0244141	0.003
55100	0.0292969	0.003
55200	0.0488281	0.003
55300	0.0585937	0.003
55400	0.0683594	0.003
55500	0.0732422	0.003
55600	0.0732422	0.003
55700	0.0732422	0.003
55800	0.0634766	0.003
55900	0.0488281	0.003
56000	0.0292969	0.003
56100	0.0146484	0.003
56200	0.00488281	0.003
56300	0	        0.003
56400	0	        0.003
56500	0.00976562	0.003
56600	0.0195312	0.003
56700	0.0292969	0.003
56800	0.0390625	0.003
56900	0.0439453	0.003
57000	0.0488281	0.003
57100	0.0537109	0.003
57200	0.0488281	0.003
57300	0.0439453	0.003
57400	0.0439453	0.003
57500	0.0390625	0.003
57600	0.0390625	0.003
57700	0.0292969	0.003
57800	0.0195312	0.003
57900	0.00976562	0.003
58000	0.00488281	0.003
58100	0.00488281	0.003
58200	0.00488281	0.003
58300	0.0195312	0.003
58400	0.0390625	0.003
58500	0.0732422	0.003
58600	0.117187	0.003
58700	0.15625	    0.003
58800	0.195312	0.003
58900	0.224609	0.003
59000	0.244141	0.003
59100	0.244141	0.003
59200	0.229492	0.003
59300	0.19043	    0.003
59400	0.141602	0.003
59500	0.0927734	0.003
59600	0.0488281	0.003
59700	0.0146484	0.003
59800	0.00488281	0.003
59900	0.00976562	0.003
60000	0.0292969	0.003
60100	0.0439453	0.003
60200	0.0634766	0.003
60300	0.0830078	0.003
60400	0.0878906	0.003
60500	0.0927734	0.003
60600	0.0976562	0.003
60700	0.0927734	0.003
60800	0.0927734	0.003
60900	0.102539	0.003
61000	0.112305	0.003
61100	0.12207	    0.003
61200	0.12207	    0.003
61300	0.107422	0.003
61400	0.0830078	0.003
61500	0.0585937	0.003
61600	0.0488281	0.003
61700	0.0732422	0.003
61800	0.151367	0.003
61900	0.3125	    0.003
62000	0.561523	0.003
62100	0.888672	0.003
62200	1.2793	    0.003
62300	1.68457	    0.003
62400	2.0752	    0.003
62500	2.37305	    0.003
62600	2.50488	    0.003
62700	2.41211	    0.003
62800	2.12402	    0.003
62900	1.64063	    0.003
63000	1.16699	    0.003
63100	0.673828	0.003
63200	0.307617	0.003
63300	0.141602	0.003
63400	0.229492	0.003
63500	0.605469	0.003
63600	1.24512	    0.003
63700	2.00684	    0.003
63800	2.97852	    0.003
63900	3.96484	    0.003
64000	4.73145     0.003
64100	4.72656	    0.003
64200	4.73145	    0.003
64300	4.73145	    0.003
64400	4.64355	    0.003
64500	3.79883	    0.003
64600	2.82715	    0.003
64700	1.87988	    0.003
64800	1.06934	    0.003
64900	0.473633	0.003
65000	0.161133	0.003
65100	0.12207	    0.003
65200	0.302734	0.003
65300	0.664062	0.003
65400	1.13281	    0.003
65500	1.60645	    0.003
65600	1.99707	    0.003
65700	2.2168	    0.003
65800	2.26074	    0.003
65900	2.10938	    0.003
66000	1.82129	    0.003
66100	1.44531	    0.003
66200	1.06934	    0.003
66300	0.732422	0.003
66400	0.444336	0.003
66500	0.239258	0.003
66600	0.112305	0.003
66700	0.0488281	0.003
66800	0.0341797	0.003
66900	0.0439453	0.003
67000	0.0683594	0.003
67100	0.0927734	0.003
67200	0.107422	0.003
67300	0.117187	0.003
67400	0.112305	0.003
67500	0.107422	0.003
67600	0.102539	0.003
67700	0.102539	0.003
67800	0.102539	0.003
67900	0.102539	0.003
68000	0.0927734	0.003
68100	0.078125	0.003
68200	0.0634766	0.003
68300	0.0390625	0.003
68400	0.0244141	0.003
68500	0.0146484	0.003
68600	0.0146484	0.003
68700	0.0292969	0.003
68800	0.0634766	0.003
68900	0.107422	0.003
69000	0.161133	0.003
69100	0.200195	0.003
69200	0.229492	0.003
69300	0.234375	0.003
69400	0.229492	0.003
69500	0.205078	0.003
69600	0.170898	0.003
69700	0.126953	0.003
69800	0.0927734	0.003
69900	0.0585937	0.003
70000	0.0292969	0.003
70100	0.0146484	0.003
70200	0.00488281	0.003
70300	0	        0.003
70400	0.00488281	0.003
70500	0.00976562	0.003
70600	0.0195312	0.003
70700	0.0244141	0.003
70800	0.0341797	0.003
70900	0.0390625	0.003
71000	0.0439453	0.003
71100	0.0439453	0.003
71200	0.0439453	0.003
71300	0.0439453	0.003
71400	0.0439453	0.003
71500	0.0341797	0.003
71600	0.0292969	0.003
71700	0.0195312	0.003
71800	0.0146484	0.003
71900	0.00488281	0.003
72000	0	        0.003
72100	0	        0.003
72200	0.00976562	0.003
72300	0.0244141	0.003
72400	0.0390625	0.003
72500	0.0537109	0.003
72600	0.0634766	0.003
72700	0.0683594	0.003
72800	0.0683594	0.003
72900	0.0634766	0.003
73000	0.0488281	0.003
73100	0.0439453	0.003
73200	0.0292969	0.003
73300	0.0195312	0.003
73400	0.00976562	0.003
73500	0	        0.003
73600	0	        0.003
73700	0	        0.003
73800	0	        0.003
73900	0	        0.003
74000	0	        0.003
